                                                                           show_trgm                                                                            |                                                                                    show_trgm                                                                                     | similarity |                         address                         |                       address                        
 {113,20th,b#,birmi,birmi!,ingha,irmin,mingh,n#,ngham,north,north!,rming,st}                                                                                    | {113,20th,b#,birmi,birmi!,ingha,irmin,mingh,n#,ngham,north,north!,rming,s#,stree,stree!,treet}                                                                                   |   0.764706 | 113 20th St. North Birmingham                           | 113 20th Street North Birmingham
 {1132,4238,a#,arlin,arlin!,b#,boule,boule!,evard,ilson,ingto,levar,lingt,ngton,oulev,rling,uleva,w#,wilso,wilso!}                                              | {1713,a#,arlin,arlin!,b#,boule,boule!,evard,ilson,ingto,levar,lingt,ngton,oulev,rling,uleva,w#,wilso,wilso!}                                                                     |        0.9 | 4238 Wilson Boulevard # 1132 Arlington                  | 1713 Wilson Boulevard Arlington
 {1132,4th,afael,r#,rafae,rafae!,san,st}                                                                                                                        | {1301,4th,afael,r#,rafae,rafae!,san,st}                                                                                                                                          |      0.875 | 1132 4th St. San Rafael                                 | 1301 4th St San Rafael
 {114,28th,a#,ashvi,avenu,avenu!,hvill,n#,nashv,nashv!,north,north!,shvil,venue,ville}                                                                          | {114,28th,a#,ashvi,avenu,avenu!,hvill,n#,nashv,nashv!,north,north!,shvil,venue,ville}                                                                                            |          1 | 114 28th Avenue North Nashville                         | 114 28th Avenue North Nashville
 {114,28th,a#,ashvi,avenu,avenu!,hvill,n#,nashv,nashv!,north,north!,shvil,venue,ville}                                                                          | {120,2nd,a#,ashvi,avenu,avenu!,hvill,n#,nashv,nashv!,north,north!,shvil,venue,ville}                                                                                             |   0.866667 | 114 28th Avenue North Nashville                         | 120 2nd Avenue North Nashville
 {114,28th,a#,ashvi,avenu,avenu!,hvill,n#,nashv,nashv!,north,north!,shvil,venue,ville}                                                                          | {1239,6th,a#,ashvi,avenu,avenu!,hvill,n#,nashv,nashv!,north,north!,shvil,venue,ville}                                                                                            |   0.866667 | 114 28th Avenue North Nashville                         | 1239 6th Avenue North Nashville
 {115,city,g#,grove,grove!,s#,stree,stree!,t#,tahoe,tahoe!,treet}                                                                                               | {115,city,g#,grove,grove!,s#,stree,stree!,t#,tahoe,tahoe!,treet}                                                                                                                 |          1 | 115 Grove Street Tahoe City                             | 115 Grove Street Tahoe City
 {117,a#,ackso,adams,adams!,ckson,j#,jacks,jacks!,ksonv,nvill,onvil,s#,sonvi,stree,stree!,treet,ville,west}                                                     | {117,a#,ackso,adams,adams!,ckson,j#,jacks,jacks!,ksonv,nvill,onvil,s#,sonvi,stree,stree!,treet,ville,west}                                                                       |          1 | 117 West Adams Street Jacksonville                      | 117 West Adams Street Jacksonville
 {117,city,ersey,gomer,j#,jerse,jerse!,m#,montg,montg!,ntgom,omery,ontgo,s#,stree,stree!,tgome,treet}                                                           | {103,city,eresy,gomer,j#,jeres,jeres!,m#,montg,montg!,ntgom,omery,ontgo,s#,stree,stree!,tgome,treet}                                                                             |   0.777778 | 117 Montgomery Street Jersey City                       | 103 Montgomery Street Jeresy City
 {117,city,ersey,gomer,j#,jerse,jerse!,m#,montg,montg!,ntgom,omery,ontgo,s#,stree,stree!,tgome,treet}                                                           | {117,city,ersey,gomer,j#,jerse,jerse!,m#,montg,montg!,ntgom,omery,ontgo,s#,stree,stree!,tgome,treet}                                                                             |          1 | 117 Montgomery Street Jersey City                       | 117 Montgomery Street Jersey City
 {118,6th,a#,angel,angel!,east,geles,los,ngele,s#,stree,stree!,treet}                                                                                           | {118,6th,a#,angel,angel!,east,geles,los,ngele,s#,stree,stree!,treet}                                                                                                             |          1 | 118 East 6th Street Los Angeles                         | 118 East 6th Street Los Angeles
 {1185,ampla,c#,champ,champ!,d#,drive,drive!,east,f#,fresn,fresn!,hampl,mplai,plain,resno}                                                                      | {1185,ampla,c#,champ,champ!,d#,drive,drive!,east,f#,fresn,fresn!,hampl,mplai,plain,resno}                                                                                        |          1 | 1185 East Champlain Drive Fresno                        | 1185 East Champlain Drive Fresno
 {120,24,bay,c#,cline,club,count,count!,cryst,cryst!,d#,drive,drive!,i#,illag,incli,incli!,llage,nclin,ountr,rysta,untry,v#,villa,villa!,ystal}                 | {111,bay,c#,cline,club,count,count!,cryst,cryst!,d#,drive,drive!,i#,illag,incli,incli!,llage,nclin,ountr,rysta,untry,v#,villa,villa!,ystal}                                      |   0.923077 | 120 Country Club Drive # 24 Incline Village-Crystal Bay | 111 Country Club Drive Incline Village-Crystal Bay
 {120,24,bay,c#,cline,club,count,count!,cryst,cryst!,d#,drive,drive!,i#,illag,incli,incli!,llage,nclin,ountr,rysta,untry,v#,villa,villa!,ystal}                 | {120,24,bay,c#,cline,club,count,count!,cryst,cryst!,dr,i#,illag,incli,incli!,llage,nclin,ountr,rysta,untry,v#,villa,villa!,ystal}                                                |   0.884615 | 120 Country Club Drive # 24 Incline Village-Crystal Bay | 120 Country Club Dr # 24 Incline Village-Crystal Bay
 {120,24,bay,c#,cline,club,count,count!,cryst,cryst!,d#,drive,drive!,i#,illag,incli,incli!,llage,nclin,ountr,rysta,untry,v#,villa,villa!,ystal}                 | {120,29,bay,c#,cline,club,count,count!,cryst,cryst!,dr,i#,illag,incli,incli!,llage,nclin,ountr,rysta,untry,v#,villa,villa!,ystal}                                                |   0.846154 | 120 Country Club Drive # 24 Incline Village-Crystal Bay | 120 Country Club Dr # 29 Incline Village-Crystal Bay
 {120,ave,b#,bosto,bosto!,h#,hunti,hunti!,ingto,ngton,nting,oston,tingt,untin}                                                                                  | {120,a#,avenu,avenu!,b#,bosto,bosto!,h#,hunti,hunti!,ingto,ngton,nting,oston,tingt,untin,venue}                                                                                  |   0.764706 | 120 Huntington Ave Boston                               | 120 Huntington Avenue Boston
 {120,ave,b#,bosto,bosto!,h#,hunti,hunti!,ingto,ngton,nting,oston,tingt,untin}                                                                                  | {120,a#,avenu,avenu!,b#,bosto,bosto!,h#,hunti,hunti!,ingto,ngton,nting,oston,tingt,untin,venue}                                                                                  |   0.764706 | 120 Huntington Ave Boston                               | 120 Huntington Avenue Boston
 {120,ave,b#,bosto,bosto!,h#,hunti,hunti!,ingto,ngton,nting,oston,tingt,untin}                                                                                  | {120,a#,avenu,avenu!,b#,bosto,bosto!,h#,hunti,hunti!,ingto,ngton,nting,oston,tingt,untin,venue}                                                                                  |   0.764706 | 120 Huntington Ave Boston                               | 120 Huntington Avenue Boston
 {120,ave,b#,bosto,bosto!,h#,hunti,hunti!,ingto,ngton,nting,oston,tingt,untin}                                                                                  | {120,a#,avenu,avenu!,b#,bosto,bosto!,h#,hunti,hunti!,ingto,ngton,nting,oston,tingt,untin,venue}                                                                                  |   0.764706 | 120 Huntington Ave Boston                               | 120 Huntington Avenue Boston
 {1201,24th,akers,b#,baker,baker!,d100,ersfi,field,kersf,rsfie,s#,sfiel,stree,stree!,treet}                                                                     | {1119,18th,akers,b#,baker,baker!,ersfi,field,kersf,rsfie,s#,sfiel,stree,stree!,treet}                                                                                            |     0.8125 | 1201 24th Street # D100 Bakersfield                     | 1119 18th Street Bakersfield
 {1201,24th,akers,b#,baker,baker!,d100,ersfi,field,kersf,rsfie,s#,sfiel,stree,stree!,treet}                                                                     | {1203,18th,akers,b#,baker,baker!,ersfi,field,kersf,rsfie,s#,sfiel,stree,stree!,treet}                                                                                            |     0.8125 | 1201 24th Street # D100 Bakersfield                     | 1203 18th Street Bakersfield
 {1201,24th,akers,b#,baker,baker!,d100,ersfi,field,kersf,rsfie,s#,sfiel,stree,stree!,treet}                                                                     | {1401,23rd,akers,b#,baker,baker!,ersfi,field,kersf,rsfie,s#,sfiel,stree,stree!,treet}                                                                                            |     0.8125 | 1201 24th Street # D100 Bakersfield                     | 1401 23rd Street Bakersfield
 {1201,ctr,napa,town}                                                                                                                                           | {1201,ctr,napa,town}                                                                                                                                                             |          1 | 1201 Napa Town Ctr Napa                                 | 1201 Napa Town Ctr Napa
 {1203,18th,akers,b#,baker,baker!,ersfi,field,kersf,rsfie,sfiel,st}                                                                                             | {1201,24th,akers,b#,baker,baker!,c110,ersfi,field,kersf,rsfie,sfiel,st}                                                                                                          |   0.769231 | 1203 18th St. Bakersfield                               | 1201 24th St # C110 Bakersfield
 {1203,18th,akers,b#,baker,baker!,ersfi,field,kersf,rsfie,sfiel,st}                                                                                             | {1201,24th,akers,b#,baker,baker!,d100,ersfi,field,kersf,rsfie,sfiel,st}                                                                                                          |   0.769231 | 1203 18th St. Bakersfield                               | 1201 24th St # D100 Bakersfield
 {1203,18th,akers,b#,baker,baker!,ersfi,field,kersf,rsfie,sfiel,st}                                                                                             | {1415,24th,akers,b#,baker,baker!,ersfi,field,kersf,rsfie,sfiel,st}                                                                                                               |   0.833333 | 1203 18th St. Bakersfield                               | 1415 24th St Bakersfield
 {1204,apoli,armon,eapol,h#,harmo,harmo!,innea,m#,minne,minne!,neapo,nneap,pl,polis}                                                                            | {1204,apoli,armon,eapol,h#,harmo,harmo!,innea,m#,minne,minne!,neapo,nneap,p#,place,place!,polis}                                                                                 |   0.823529 | 1204 Harmon Pl. Minneapolis                             | 1204 Harmon Place Minneapolis
 {1204,apoli,armon,eapol,h#,harmo,harmo!,innea,m#,minne,minne!,neapo,nneap,pl,polis}                                                                            | {1624,apoli,armon,eapol,h#,harmo,harmo!,innea,m#,minne,minne!,neapo,nneap,p#,place,place!,polis}                                                                                 |   0.764706 | 1204 Harmon Pl. Minneapolis                             | 1624 Harmon Place Minneapolis
 {1205,aukee,b#,brady,brady!,e,ilwau,lwauk,m#,milwa,milwa!,st,wauke}                                                                                            | {1205,aukee,b#,brady,brady!,e,ilwau,lwauk,m#,milwa,milwa!,st,wauke}                                                                                                              |          1 | 1205 E Brady St Milwaukee                               | 1205 E Brady St Milwaukee
 {1208,a#,avenu,avenu!,h#,howar,howar!,oward,s#,south,south!,t#,tampa,tampa!,venue}                                                                             | {1208,a#,avenu,avenu!,h#,howar,howar!,oward,s#,south,south!,t#,tampa,tampa!,venue}                                                                                               |          1 | 1208 South Howard Avenue Tampa                          | 1208 South Howard Avenue Tampa
 {1213,ashin,c,d,hingt,hwest,ingto,n#,ngton,north,north!,orthw,rthwe,shing,st,thwes,u,w#,washi,washi!}                                                          | {1213,ashin,c,d,hingt,hwest,ingto,n#,ngton,north,north!,orthw,rthwe,s#,shing,stree,stree!,thwes,treet,u,w#,washi,washi!}                                                         |   0.826087 | 1213 U St. Northwest Washington D.C.                    | 1213 U Street Northwest Washington D.C.
 {1213,ashin,c,d,hingt,hwest,ingto,n#,ngton,north,north!,orthw,rthwe,shing,st,thwes,u,w#,washi,washi!}                                                          | {1602,ashin,c,d,hingt,hwest,ingto,n#,ngton,north,north!,orthw,rthwe,s#,shing,stree,stree!,thwes,treet,u,w#,washi,washi!}                                                         |   0.782609 | 1213 U St. Northwest Washington D.C.                    | 1602 U Street Northwest Washington D.C.
 {1230,27th,a#,ancho,ancho!,avenu,avenu!,chora,horag,nchor,orage,venue,west}                                                                                    | {1034,4th,a#,ancho,ancho!,avenu,avenu!,chora,horag,nchor,orage,venue,west}                                                                                                       |   0.846154 | 1230 West 27th Avenue Anchorage                         | 1034 West 4th Avenue Anchorage
 {1230,27th,a#,ancho,ancho!,avenu,avenu!,chora,horag,nchor,orage,venue,west}                                                                                    | {1100,8th,a#,ancho,ancho!,avenu,avenu!,chora,horag,nchor,orage,venue,west}                                                                                                       |   0.846154 | 1230 West 27th Avenue Anchorage                         | 1100 West 8th Avenue Anchorage
 {1230,27th,a#,ancho,ancho!,avenu,avenu!,chora,horag,nchor,orage,venue,west}                                                                                    | {1230,27th,a#,ancho,ancho!,avenu,avenu!,chora,horag,nchor,orage,venue,west}                                                                                                      |          1 | 1230 West 27th Avenue Anchorage                         | 1230 West 27th Avenue Anchorage
 {1242,4th,afael,r#,rafae,rafae!,s#,san,stree,stree!,treet}                                                                                                     | {11,afael,g,r#,rafae,rafae!,s#,san,stree,stree!,treet}                                                                                                                           |   0.818182 | 1242 4th Street San Rafael                              | 11 G Street San Rafael
 {1242,4th,afael,r#,rafae,rafae!,s#,san,stree,stree!,treet}                                                                                                     | {1119,4th,afael,r#,rafae,rafae!,s#,san,stree,stree!,treet}                                                                                                                       |   0.909091 | 1242 4th Street San Rafael                              | 1119 4th Street San Rafael
 {1242,4th,afael,r#,rafae,rafae!,s#,san,stree,stree!,treet}                                                                                                     | {1132,4th,afael,r#,rafae,rafae!,s#,san,stree,stree!,treet}                                                                                                                       |   0.909091 | 1242 4th Street San Rafael                              | 1132 4th Street San Rafael
 {1242,4th,afael,r#,rafae,rafae!,s#,san,stree,stree!,treet}                                                                                                     | {1230,4th,afael,r#,rafae,rafae!,s#,san,stree,stree!,treet}                                                                                                                       |   0.909091 | 1242 4th Street San Rafael                              | 1230 4th Street San Rafael
 {1242,4th,afael,r#,rafae,rafae!,s#,san,stree,stree!,treet}                                                                                                     | {1238,4th,afael,r#,rafae,rafae!,s#,san,stree,stree!,treet}                                                                                                                       |   0.909091 | 1242 4th Street San Rafael                              | 1238 4th Street San Rafael
 {1242,4th,afael,r#,rafae,rafae!,s#,san,stree,stree!,treet}                                                                                                     | {1242,4th,afael,r#,rafae,rafae!,s#,san,stree,stree!,treet}                                                                                                                       |          1 | 1242 4th Street San Rafael                              | 1242 4th Street San Rafael
 {1242,4th,afael,r#,rafae,rafae!,s#,san,stree,stree!,treet}                                                                                                     | {1533,4th,afael,r#,rafae,rafae!,s#,san,stree,stree!,treet}                                                                                                                       |   0.909091 | 1242 4th Street San Rafael                              | 1533 4th Street San Rafael
 {1242,4th,afael,r#,rafae,rafae!,s#,san,stree,stree!,treet}                                                                                                     | {1613,4th,afael,r#,rafae,rafae!,s#,san,stree,stree!,treet}                                                                                                                       |   0.909091 | 1242 4th Street San Rafael                              | 1613 4th Street San Rafael
 {125,c#,churc,churc!,hurch,lando,o#,orlan,orlan!,rland,s#,stree,stree!,treet,west}                                                                             | {125,c#,churc,churc!,hurch,lando,o#,orlan,orlan!,rland,s#,stree,stree!,treet,west}                                                                                               |          1 | 125 West Church Street Orlando                          | 125 West Church Street Orlando
 {127,c#,cleve,cleve!,eland,evela,level,p#,publi,publi!,sq,ublic,velan}                                                                                         | {127,c#,cleve,cleve!,eland,evela,level,p#,publi,publi!,sq,ublic,velan}                                                                                                           |          1 | 127 Public Sq. Cleveland                                | 127 Public Sq. Cleveland
 {1299,c#,colum,colum!,entan,lenta,lumbu,ntang,o#,olent,olent!,olumb,r#,river,river!,road,tangy,umbus}                                                          | {1299,c#,colum,colum!,entan,lenta,lumbu,ntang,o#,olent,olent!,olumb,r#,river,river!,road,tangy,umbus}                                                                            |          1 | 1299 Olentangy River Road Columbus                      | 1299 Olentangy River Road Columbus
 {1300,a#,avenu,avenu!,b#,burli,burli!,h#,howar,howar!,ingam,linga,ngame,oward,rling,urlin,venue}                                                               | {1300,ave,b#,burli,burli!,h#,howar,howar!,ingam,linga,ngame,oward,rling,urlin}                                                                                                   |   0.764706 | 1300 Howard Avenue Burlingame                           | 1300 Howard Ave Burlingame
 {1301,ashin,ave,c,d,ennsy,hingt,hwest,ingto,lvani,n#,ngton,nnsyl,north,north!,nsylv,orthw,p#,penns,penns!,rthwe,shing,sylva,thwes,vania,w#,washi,washi!,ylvan} | {1301,a#,ashin,avenu,avenu!,c,d,ennsy,hingt,hwest,ingto,lvani,n#,ngton,nnsyl,north,north!,nsylv,orthw,p#,penns,penns!,rthwe,shing,sylva,thwes,vania,venue,w#,washi,washi!,ylvan} |      0.875 | 1301 Pennsylvania Ave Northwest Washington D.C.         | 1301 Pennsylvania Avenue Northwest Washington D.C.
 {1301,ashin,ave,c,d,ennsy,hingt,hwest,ingto,lvani,n#,ngton,nnsyl,north,north!,nsylv,orthw,p#,penns,penns!,rthwe,shing,sylva,thwes,vania,w#,washi,washi!,ylvan} | {1401,a#,ashin,avenu,avenu!,c,d,ennsy,hingt,hwest,ingto,lvani,n#,ngton,nnsyl,north,north!,nsylv,orthw,p#,penns,penns!,rthwe,shing,sylva,thwes,vania,venue,w#,washi,washi!,ylvan} |    0.84375 | 1301 Pennsylvania Ave Northwest Washington D.C.         | 1401 Pennsylvania Avenue Northwest Washington D.C.
 {1305,7th,paul,s#,saint,saint!,stree,stree!,treet,west}                                                                                                        | {1305,7th,paul,s#,saint,saint!,stree,stree!,treet,west}                                                                                                                          |          1 | 1305 7th Street West Saint Paul                         | 1305 7th Street West Saint Paul
 {1309,a#,agnew,agnew!,ahoma,avenu,avenu!,city,klaho,lahom,o#,oklah,oklah!,s#,south,south!,venue}                                                               | {1309,a#,agnew,agnew!,ahoma,avenu,avenu!,city,klaho,lahom,o#,oklah,oklah!,s#,south,south!,venue}                                                                                 |          1 | 1309 South Agnew Avenue Oklahoma City                   | 1309 South Agnew Avenue Oklahoma City
 {1310,ave,b#,burli,burli!,ingam,linga,ngame,rling,urlin}                                                                                                       | {1101,ave,b#,burli,burli!,ingam,linga,ngame,rling,urlin}                                                                                                                         |        0.9 | 1310 Burlingame Ave Burlingame                          | 1101 Burlingame Ave Burlingame
 {1314,g#,glisa,glisa!,hwest,lisan,n#,north,north!,orthw,ortla,p#,portl,portl!,rthwe,rtlan,s#,stree,stree!,thwes,tland,treet}                                   | {1314,g#,glisa,glisa!,hwest,lisan,n#,north,north!,orthw,ortla,p#,portl,portl!,rthwe,rtlan,s#,stree,stree!,thwes,tland,treet}                                                     |          1 | 1314 Northwest Glisan Street Portland                   | 1314 Northwest Glisan Street Portland
 {1316,adway,b#,broad,broad!,burli,burli!,ingam,linga,ngame,oadwa,rling,roadw,urlin}                                                                            | {1205,adway,b#,broad,broad!,burli,burli!,ingam,linga,ngame,oadwa,rling,roadw,urlin}                                                                                              |   0.928571 | 1316 Broadway Burlingame                                | 1205 Broadway Burlingame
 {1318,h#,houst,houst!,isian,l#,louis,louis!,ouisi,ousto,siana,st,uisia,uston}                                                                                  | {1318,h#,houst,houst!,isian,l#,louis,louis!,ouisi,ousto,s#,siana,stree,stree!,treet,uisia,uston}                                                                                 |   0.764706 | 1318 Louisiana St. Houston                              | 1318 Louisiana Street Houston
 {132,3rd,ave,hwest,ortla,outhw,p#,portl,portl!,rtlan,s#,south,south!,thwes,tland,uthwe}                                                                        | {132,3rd,a#,avenu,avenu!,hwest,ortla,outhw,p#,portl,portl!,rtlan,s#,south,south!,thwes,tland,uthwe,venue}                                                                        |   0.789474 | 132 Southwest 3rd Ave Portland                          | 132 Southwest 3rd Avenue Portland
 {1321,allas,c#,comme,comme!,d#,dalla,dalla!,merce,mmerc,ommer,s#,stree,stree!,treet}                                                                           | {1321,allas,c#,comme,comme!,d#,dalla,dalla!,merce,mmerc,ommer,s#,stree,stree!,treet}                                                                                             |          1 | 1321 Commerce Street Dallas                             | 1321 Commerce Street Dallas
 {1321,allas,c#,comme,comme!,d#,dalla,dalla!,merce,mmerc,ommer,s#,stree,stree!,treet}                                                                           | {1512,allas,c#,comme,comme!,d#,dalla,dalla!,merce,mmerc,ommer,s#,stree,stree!,treet}                                                                                             |   0.933333 | 1321 Commerce Street Dallas                             | 1512 Commerce Street Dallas
 {1332,a#,alame,alame!,ameda,d,lamed,park,st}                                                                                                                   | {1332,a#,alame,alame!,ameda,d,lamed,park,st}                                                                                                                                     |          1 | 1332 Park St # D Alameda                                | 1332 Park St # D Alameda
 {1332,b#,burns,burns!,nside,ortla,p#,portl,portl!,rnsid,rtlan,st,tland,urnsi,west}                                                                             | {1332,b#,burns,burns!,nside,ortla,p#,portl,portl!,rnsid,rtlan,s#,stree,stree!,tland,treet,urnsi,west}                                                                            |   0.777778 | 1332 West Burnside St. Portland                         | 1332 West Burnside Street Portland
 {1333,ave,ersid,ersit,ivers,niver,r#,river,river!,rside,rsity,u#,unive,unive!,versi}                                                                           | {1333,a#,avenu,avenu!,ersid,ersit,ivers,niver,r#,river,river!,rside,rsity,u#,unive,unive!,venue,versi}                                                                           |   0.777778 | 1333 University Ave Riverside                           | 1333 University Avenue Riverside
 {1345,a#,alame,alame!,ameda,lamed,park,s#,stree,stree!,treet}                                                                                                  | {1257,a#,alame,alame!,ameda,lamed,park,s#,stree,stree!,treet}                                                                                                                    |   0.909091 | 1345 Park Street Alameda                                | 1257 Park Street Alameda
 {1345,a#,alame,alame!,ameda,lamed,park,s#,stree,stree!,treet}                                                                                                  | {1313,a#,alame,alame!,ameda,lamed,park,s#,stree,stree!,treet}                                                                                                                    |   0.909091 | 1345 Park Street Alameda                                | 1313 Park Street Alameda
 {1345,a#,alame,alame!,ameda,lamed,park,s#,stree,stree!,treet}                                                                                                  | {1345,a#,alame,alame!,ameda,lamed,park,s#,stree,stree!,treet}                                                                                                                    |          1 | 1345 Park Street Alameda                                | 1345 Park Street Alameda
 {1345,a#,alame,alame!,ameda,lamed,park,s#,stree,stree!,treet}                                                                                                  | {1405,a#,alame,alame!,ameda,lamed,park,s#,stree,stree!,treet}                                                                                                                    |   0.909091 | 1345 Park Street Alameda                                | 1405 Park Street Alameda
 {1345,a#,alame,alame!,ameda,lamed,park,s#,stree,stree!,treet}                                                                                                  | {1440,a#,alame,alame!,ameda,lamed,park,s#,stree,stree!,treet}                                                                                                                    |   0.909091 | 1345 Park Street Alameda                                | 1440 Park Street Alameda
 {1345,a#,alame,alame!,ameda,lamed,park,s#,stree,stree!,treet}                                                                                                  | {1506,a#,alame,alame!,ameda,lamed,park,s#,stree,stree!,treet}                                                                                                                    |   0.909091 | 1345 Park Street Alameda                                | 1506 Park Street Alameda
 {1345,a#,alame,alame!,ameda,lamed,park,s#,stree,stree!,treet}                                                                                                  | {1507,a#,alame,alame!,ameda,lamed,park,s#,stree,stree!,treet}                                                                                                                    |   0.909091 | 1345 Park Street Alameda                                | 1507 Park Street Alameda
 {1345,a#,alame,alame!,ameda,lamed,park,s#,stree,stree!,treet}                                                                                                  | {1508,a#,alame,alame!,ameda,lamed,park,s#,stree,stree!,treet}                                                                                                                    |   0.909091 | 1345 Park Street Alameda                                | 1508 Park Street Alameda
 {1345,a#,alame,alame!,ameda,lamed,park,s#,stree,stree!,treet}                                                                                                  | {1518,a#,alame,alame!,ameda,lamed,park,s#,stree,stree!,treet}                                                                                                                    |   0.909091 | 1345 Park Street Alameda                                | 1518 Park Street Alameda
 {136,aleig,arget,east,h#,harge,harge!,leigh,r#,ralei,ralei!,rgett,st}                                                                                          | {14,aleig,arget,e,h#,harge,harge!,leigh,r#,ralei,ralei!,rgett,st}                                                                                                                |   0.846154 | 136 East Hargett St. Raleigh                            | 14 E Hargett St Raleigh
 {1360,arbor,d#,diego,diego!,drive,drive!,h#,harbo,harbo!,n#,north,north!,san}                                                                                  | {1360,arbor,d#,diego,diego!,drive,drive!,h#,harbo,harbo!,n#,north,north!,san}                                                                                                    |          1 | 1360 North Harbor Drive San Diego                       | 1360 North Harbor Drive San Diego
 {138,2nd,adelp,delph,elphi,hilad,ilade,ladel,lphia,p#,phila,phila!,s#,south,south!,st}                                                                         | {10,2nd,adelp,delph,elphi,hilad,ilade,ladel,lphia,p#,phila,phila!,s#,south,south!,stree,stree!,treet}                                                                            |   0.777778 | 138 South 2nd St. Philadelphia                          | 10 South 2nd Street Philadelphia
 {138,2nd,adelp,delph,elphi,hilad,ilade,ladel,lphia,p#,phila,phila!,s#,south,south!,st}                                                                         | {138,2nd,adelp,delph,elphi,hilad,ilade,ladel,lphia,p#,phila,phila!,s#,south,south!,stree,stree!,treet}                                                                           |   0.833333 | 138 South 2nd St. Philadelphia                          | 138 South 2nd Street Philadelphia
 {138,adelp,arket,delph,elphi,hilad,ilade,ladel,lphia,m#,marke,marke!,p#,phila,phila!,st}                                                                       | {1131,31,adelp,arket,delph,elphi,hilad,ilade,ladel,lphia,m#,marke,marke!,p#,phila,phila!,st}                                                                                     |   0.882353 | 138 Market St. Philadelphia                             | 1131 Market St # 31 Philadelphia
 {138,adelp,arket,delph,elphi,hilad,ilade,ladel,lphia,m#,marke,marke!,p#,phila,phila!,st}                                                                       | {138,adelp,arket,delph,elphi,hilad,ilade,ladel,lphia,m#,marke,marke!,p#,phila,phila!,s#,stree,stree!,treet}                                                                      |   0.789474 | 138 Market St. Philadelphia                             | 138 Market Street Philadelphia
 {139,arlot,c#,charl,charl!,harlo,lotte,rlott,s#,south,south!,st,t#,tryon,tryon!}                                                                               | {139,arlot,c#,charl,charl!,harlo,lotte,rlott,s#,south,south!,stree,stree!,t#,treet,tryon,tryon!}                                                                                 |   0.823529 | 139 South Tryon St. Charlotte                           | 139 South Tryon Street Charlotte
 {13th,1406,o#,omaha,omaha!,s#,south,south!,stree,stree!,treet}                                                                                                 | {13th,1406,o#,omaha,omaha!,s#,south,south!,stree,stree!,treet}                                                                                                                   |          1 | 1406 South 13th Street Omaha                            | 1406 South 13th Street Omaha
 {140,a#,avenu,avenu!,b#,bosto,bosto!,n#,north,north!,orthe,oston,rther,thern,venue}                                                                            | {140,a#,avenu,avenu!,b#,bosto,bosto!,n#,north,north!,orthe,oston,rther,thern,venue}                                                                                              |          1 | 140 Northern Avenue Boston                              | 140 Northern Avenue Boston
 {1400,a#,arlin,arlin!,c#,colli,colli!,ingto,lingt,llins,n#,ngton,north,north!,ollin,rling,s#,stree,stree!,treet}                                               | {1400,a#,arlin,arlin!,c#,colli,colli!,ingto,lingt,llins,n#,ngton,north,north!,ollin,rling,s#,stree,stree!,treet}                                                                 |          1 | 1400 North Collins Street Arlington                     | 1400 North Collins Street Arlington
 {1401,a#,avenu,avenu!,c#,chica,chica!,chiga,hicag,higan,icago,ichig,m#,michi,michi!,s#,south,south!,venue}                                                     | {11,a#,avenu,avenu!,c#,chica,chica!,chiga,hicag,higan,icago,ichig,m#,michi,michi!,n#,north,north!,venue}                                                                         |   0.789474 | 1401 South Michigan Avenue Chicago                      | 11 North Michigan Avenue Chicago
 {1401,a#,avenu,avenu!,c#,chica,chica!,chiga,hicag,higan,icago,ichig,m#,michi,michi!,s#,south,south!,venue}                                                     | {1401,a#,avenu,avenu!,c#,chica,chica!,chiga,hicag,higan,icago,ichig,m#,michi,michi!,s#,south,south!,venue}                                                                       |          1 | 1401 South Michigan Avenue Chicago                      | 1401 South Michigan Avenue Chicago
 {1401,ashin,c,d,hingt,hwest,ingto,k,n#,ngton,north,north!,orthw,rthwe,s#,shing,stree,stree!,thwes,treet,w#,washi,washi!}                                       | {1213,ashin,c,d,hingt,hwest,ingto,n#,ngton,north,north!,orthw,rthwe,s#,shing,stree,stree!,thwes,treet,u,w#,washi,washi!}                                                         |   0.913043 | 1401 K Street Northwest Washington D.C.                 | 1213 U Street Northwest Washington D.C.
 {1401,ashin,c,d,hingt,hwest,ingto,k,n#,ngton,north,north!,orthw,rthwe,s#,shing,stree,stree!,thwes,treet,w#,washi,washi!}                                       | {1401,ashin,c,d,hingt,hwest,ingto,k,n#,ngton,north,north!,orthw,rthwe,s#,shing,stree,stree!,thwes,treet,w#,washi,washi!}                                                         |          1 | 1401 K Street Northwest Washington D.C.                 | 1401 K Street Northwest Washington D.C.
 {1401,ashin,c,d,hingt,hwest,ingto,k,n#,ngton,north,north!,orthw,rthwe,s#,shing,stree,stree!,thwes,treet,w#,washi,washi!}                                       | {1602,ashin,c,d,hingt,hwest,ingto,n#,ngton,north,north!,orthw,rthwe,s#,shing,stree,stree!,thwes,treet,u,w#,washi,washi!}                                                         |   0.913043 | 1401 K Street Northwest Washington D.C.                 | 1602 U Street Northwest Washington D.C.
 {1401,ashin,c,d,hingt,hwest,ingto,k,n#,ngton,north,north!,orthw,rthwe,s#,shing,stree,stree!,thwes,treet,w#,washi,washi!}                                       | {1652,ashin,c,d,hingt,hwest,ingto,k,n#,ngton,north,north!,orthw,rthwe,s#,shing,stree,stree!,thwes,treet,w#,washi,washi!}                                                         |   0.956522 | 1401 K Street Northwest Washington D.C.                 | 1652 K Street Northwest Washington D.C.
